,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
1426,18,Female,3.32,5.56,2.8,3.99,4.97,37,116,4.92,High,No,Moderate,1
1427,29,Other,11.9,2.03,1.02,4.19,6.12,87,124,12.53,High,Yes,Severe,1
1428,20,Other,7.28,3.91,1.8,4.81,4.98,184,97,8.38,High,Yes,Mild,0
1429,32,Female,11.64,3.32,1.02,3.46,6.24,179,160,13.59,High,Yes,Moderate,1
1430,28,Other,7.33,4.37,3.35,1.08,8.28,194,50,8.46,Low,Yes,Moderate,1
1431,35,Other,9.73,2.6,1.01,1.97,8.57,232,157,11.85,High,No,Moderate,1
1432,25,Other,5.14,4.86,0.6,1.12,7.41,160,142,5.72,Low,Yes,Moderate,1
1433,34,Male,11.32,4.41,2.23,1.67,5.16,31,44,11.86,Low,Yes,Moderate,1
1434,20,Male,9.22,2.62,1.74,1.13,8.6,150,176,11.21,High,No,Severe,1
1435,18,Other,7.93,5.0,0.76,2.61,4.92,35,75,10.67,Medium,No,Moderate,1
1436,20,Female,8.31,4.65,3.14,2.02,8.02,216,155,10.41,Low,No,Severe,1
1437,28,Female,10.49,4.85,0.14,1.59,7.98,24,132,13.08,Medium,Yes,Moderate,1
1438,26,Female,11.49,5.74,2.35,2.91,4.84,25,26,13.08,High,No,Severe,1
1439,20,Female,3.66,5.48,1.57,2.54,8.4,201,38,5.92,Low,No,Moderate,1
1440,35,Other,5.92,2.69,3.27,5.54,5.71,178,135,6.52,High,Yes,Mild,0
1441,24,Male,6.87,3.52,1.18,1.27,6.9,165,159,8.92,Low,No,Moderate,1
1442,34,Female,5.11,2.88,2.22,5.44,7.05,140,150,8.1,High,No,Not addicted,0
1443,18,Male,6.34,3.75,0.72,2.99,4.85,136,111,6.9,High,Yes,Mild,0
1444,20,Female,4.19,5.35,3.06,2.47,8.32,181,148,6.13,Low,No,Moderate,1
1445,20,Male,7.98,0.53,3.77,5.44,6.16,55,33,10.44,Medium,No,Moderate,1
1446,32,Female,7.38,2.1,0.36,4.61,6.7,118,169,8.34,Low,Yes,Mild,0
1447,20,Male,8.48,3.76,3.76,2.9,5.3,56,169,11.34,Medium,Yes,Severe,1
1448,26,Other,9.49,2.52,3.66,1.08,6.99,194,90,10.92,Low,No,Severe,1
1449,22,Other,3.03,3.68,0.51,5.28,6.74,20,162,3.58,High,Yes,Not addicted,0
1450,30,Other,4.98,4.37,1.37,2.01,4.74,63,69,7.55,Medium,No,Moderate,1
1451,23,Other,11.28,3.86,3.55,5.37,5.76,34,37,12.99,High,Yes,Moderate,1
1452,26,Other,9.45,1.82,0.54,2.81,6.25,158,110,9.97,Low,Yes,Severe,1
1453,19,Male,3.82,3.66,3.9,3.86,8.3,246,42,6.77,High,Yes,Mild,0
1454,31,Male,3.73,5.34,2.98,1.75,8.18,223,127,4.36,High,Yes,Moderate,1
1455,19,Other,7.16,4.95,2.37,4.24,4.52,143,80,9.93,High,Yes,Severe,1
1456,28,Male,9.29,1.75,2.58,4.89,6.85,125,166,11.18,Low,No,Severe,1
1457,26,Other,5.51,3.1,0.46,5.1,4.9,179,146,8.32,Medium,Yes,Mild,0
1458,20,Other,4.92,4.74,3.09,0.7,6.0,59,105,7.36,High,No,Moderate,1
1459,23,Female,3.62,5.41,0.85,5.35,8.06,112,127,4.76,Low,No,Moderate,1
1460,34,Other,3.54,5.24,3.92,2.89,7.85,134,64,5.51,Low,No,Severe,1
1461,34,Other,4.76,2.17,0.71,4.9,6.22,224,176,7.68,Medium,No,Not addicted,0
1462,19,Female,5.98,0.79,3.27,5.6,7.67,120,107,7.6,Medium,No,Not addicted,0
1463,30,Other,4.44,3.61,2.92,0.55,4.65,105,98,5.21,Medium,No,Not addicted,0
1464,21,Female,11.01,1.05,0.33,1.05,8.01,119,39,13.01,High,Yes,Moderate,1
1465,27,Female,9.34,2.95,1.56,4.28,5.3,182,21,10.86,High,No,Moderate,1
1466,26,Male,9.29,0.96,0.71,0.5,4.87,54,61,10.88,Medium,No,Moderate,1
1467,23,Female,10.74,4.68,2.8,0.78,5.94,106,69,13.4,Low,No,Severe,1
1468,28,Other,3.29,2.05,3.82,3.21,7.94,200,63,5.9,Medium,Yes,Mild,0
1469,29,Other,8.8,5.52,2.67,5.06,4.72,120,88,11.69,High,Yes,Severe,1
1470,18,Male,4.83,5.43,0.47,2.03,5.07,28,69,6.4,High,No,Moderate,1
1471,35,Male,5.7,3.87,0.38,1.72,7.44,245,172,7.74,Low,No,Mild,0
1472,29,Female,9.17,2.37,0.18,2.63,4.65,124,139,11.09,High,Yes,Moderate,1
1473,31,Other,11.49,5.5,2.19,0.91,6.24,132,137,12.65,High,Yes,Severe,1
1474,26,Male,9.25,1.19,3.56,1.7,5.37,237,88,10.52,High,No,Moderate,1
1475,18,Female,6.53,3.02,3.04,5.16,6.0,22,70,7.43,Medium,Yes,Mild,0
1476,24,Other,11.87,2.22,0.52,2.65,5.79,137,152,13.01,High,Yes,Moderate,1
1477,22,Female,4.97,1.72,1.32,1.02,4.57,221,23,6.9,High,No,Not addicted,0
1478,25,Female,3.05,4.7,2.16,5.52,6.8,82,18,3.93,Low,Yes,Severe,1
1479,32,Other,4.98,1.25,3.71,2.05,7.55,136,100,7.37,High,No,Mild,0
1480,23,Male,3.79,3.76,2.37,2.83,5.25,31,74,6.67,Low,No,Not addicted,0
1481,22,Male,7.12,2.45,0.75,1.91,8.92,247,21,9.36,Low,Yes,Moderate,1
1482,20,Male,10.21,5.13,0.9,4.64,4.53,68,125,12.46,Low,Yes,Moderate,1
1483,29,Other,11.16,3.38,0.5,3.65,6.7,21,108,13.07,Medium,Yes,Moderate,1
1484,31,Other,4.9,2.54,2.2,0.95,7.15,100,160,7.27,High,No,Not addicted,0
1485,21,Other,6.44,3.34,2.84,4.63,7.98,80,137,8.28,High,Yes,Mild,0
1486,30,Other,8.48,1.35,3.63,3.14,5.28,150,85,9.81,Medium,Yes,Moderate,1
1487,22,Other,4.51,4.65,0.65,0.8,6.98,177,90,6.35,High,Yes,Moderate,1
1488,22,Female,3.53,0.99,1.11,5.93,7.45,207,48,6.34,High,Yes,Not addicted,0
1489,29,Female,8.2,4.41,2.8,4.2,7.81,208,18,9.02,High,Yes,Moderate,1
1490,22,Male,4.97,1.22,2.87,3.24,8.33,52,41,6.08,High,Yes,Not addicted,0
1491,34,Female,3.84,2.35,0.19,1.89,5.39,194,29,5.2,High,Yes,Mild,0
1492,32,Other,6.2,5.47,0.38,3.45,5.09,38,20,8.33,High,Yes,Severe,1
1493,20,Other,7.23,2.58,2.43,5.23,5.22,211,150,8.28,Low,No,Mild,0
1494,35,Other,10.39,0.87,1.55,1.39,7.05,225,66,13.24,Medium,No,Moderate,1
1495,19,Other,6.3,3.56,1.47,5.13,8.29,120,132,9.19,Low,No,Mild,0
1496,30,Female,11.37,0.96,2.05,2.67,6.13,97,163,12.59,Medium,No,Moderate,1
1497,31,Female,6.52,1.58,1.22,4.74,7.73,165,121,7.88,Medium,No,Mild,0
1498,24,Other,4.17,1.43,0.54,5.35,5.03,95,52,5.31,Medium,Yes,Mild,0
1499,35,Male,9.26,1.97,0.61,4.24,8.33,182,25,11.09,Medium,Yes,Severe,1
1500,25,Male,9.52,5.49,2.84,4.12,7.07,117,82,10.57,High,No,Moderate,1
1501,27,Other,11.53,5.86,0.75,2.51,4.76,156,75,12.59,Medium,Yes,Moderate,1
1502,25,Other,3.7,4.39,1.46,4.18,6.75,27,110,6.65,Medium,No,Severe,1
1503,30,Female,11.25,3.6,1.07,2.32,6.54,170,83,13.55,High,No,Moderate,1
1504,25,Male,6.93,3.6,3.96,1.99,6.24,206,167,9.37,Medium,Yes,Moderate,1
1505,26,Female,4.14,1.47,1.14,0.62,7.64,22,161,5.47,High,No,Not addicted,0
1506,23,Male,9.84,3.78,1.29,5.67,7.09,121,92,12.45,Low,Yes,Moderate,1
1507,32,Other,10.83,2.02,0.96,4.77,7.15,50,83,11.78,Low,No,Moderate,1
1508,26,Other,8.86,3.71,0.99,5.43,8.73,229,44,10.11,Medium,No,Moderate,1
1509,19,Other,7.08,2.77,2.63,3.02,4.97,194,19,7.65,High,Yes,Moderate,1
1510,29,Other,11.28,1.28,0.48,2.53,6.97,43,157,12.48,Low,Yes,Severe,1
1511,26,Other,9.65,1.47,3.56,3.28,6.57,88,142,10.27,Medium,Yes,Moderate,1
1512,18,Other,9.22,2.76,1.37,4.58,5.16,133,133,10.85,High,No,Severe,1
1513,28,Female,6.66,1.57,0.01,2.03,4.78,231,26,9.47,High,No,Mild,0
1514,35,Other,3.57,5.6,1.47,4.07,7.46,31,24,4.13,Low,No,Moderate,1
1515,22,Female,3.59,1.52,1.85,5.16,5.38,128,21,5.6,Low,Yes,Not addicted,0
1516,34,Other,10.26,4.32,1.98,1.4,4.66,51,65,11.71,Medium,No,Moderate,1
1517,30,Other,4.58,4.46,2.4,1.53,7.77,239,139,7.04,Medium,Yes,Severe,1
1518,29,Other,10.45,5.23,2.73,5.5,5.17,58,178,12.68,Medium,Yes,Moderate,1
1519,23,Female,3.01,2.5,1.89,4.31,8.52,232,71,5.46,Low,Yes,Not addicted,0
1520,31,Male,3.78,2.43,0.14,2.68,8.58,161,132,4.39,Low,No,Mild,0
1521,34,Other,10.26,5.06,0.8,0.71,4.56,51,54,11.75,Medium,Yes,Moderate,1
1522,20,Male,11.67,3.21,3.18,3.97,8.65,215,82,13.51,Medium,No,Severe,1
1523,28,Other,6.98,1.94,0.58,5.89,8.84,196,54,7.83,Low,Yes,Mild,0
1524,27,Male,5.28,1.35,2.24,4.19,7.83,59,176,7.93,Low,No,Mild,0
1525,30,Male,4.65,5.39,3.97,2.36,6.17,32,114,5.76,High,No,Moderate,1
1526,21,Male,7.78,1.99,2.73,3.2,4.97,80,16,9.49,Medium,Yes,Moderate,1
1527,35,Other,5.92,0.57,2.64,1.71,6.23,122,29,7.69,Medium,No,Not addicted,0
1528,33,Female,8.91,2.62,1.26,2.02,6.64,112,96,10.04,Low,Yes,Moderate,1
1529,20,Other,6.85,4.46,0.29,3.61,8.63,107,99,8.42,Low,Yes,Severe,1
1530,24,Female,8.32,2.98,1.99,4.93,4.77,225,15,10.85,Low,No,Moderate,1
1531,23,Other,9.0,0.89,3.47,3.23,5.11,189,37,9.87,Low,Yes,Moderate,1
1532,31,Male,11.15,3.91,1.85,3.62,6.54,29,159,14.04,Medium,Yes,Moderate,1
1533,31,Female,7.41,3.16,0.32,3.81,7.97,53,127,9.54,High,Yes,Moderate,1
1534,34,Male,7.81,3.11,2.18,2.44,8.28,73,176,10.02,High,No,Mild,0
1535,20,Male,8.67,2.6,1.24,0.67,6.81,205,163,10.76,Low,Yes,Moderate,1
1536,19,Female,4.43,3.72,1.41,0.63,6.07,226,111,5.61,Medium,No,Mild,0
1537,18,Female,9.4,0.51,1.68,3.59,6.28,99,154,11.56,Medium,No,Severe,1
1538,32,Male,8.34,5.58,3.54,0.99,8.17,118,103,9.91,Low,No,Severe,1
1539,18,Female,6.66,2.44,2.8,3.09,4.67,209,113,9.6,High,No,Mild,0
1540,32,Other,3.71,5.36,2.26,2.47,7.06,117,72,5.01,Low,No,Severe,1
1541,18,Other,4.61,2.42,0.65,1.39,6.36,72,124,5.86,Low,No,Mild,0
1542,35,Other,10.56,4.7,2.45,2.42,5.77,188,126,11.68,Medium,No,Severe,1
1543,25,Other,5.77,1.92,0.29,5.43,7.25,121,160,8.59,High,Yes,Not addicted,0
1544,26,Male,5.48,2.98,0.91,5.35,8.45,87,19,7.29,High,Yes,Not addicted,0
1545,19,Male,8.34,3.25,0.51,4.48,7.76,75,162,10.51,High,No,Moderate,1
1546,23,Female,3.93,0.54,3.58,3.64,5.08,196,59,4.72,Medium,Yes,Mild,0
1547,27,Male,11.09,3.35,0.77,3.97,8.03,114,101,12.77,High,Yes,Moderate,1
1548,25,Male,3.09,2.16,2.27,5.17,6.22,36,52,5.4,Low,Yes,Not addicted,0
1549,29,Female,3.96,4.78,0.82,5.25,6.0,120,106,5.78,High,No,Moderate,1
1550,28,Female,8.65,5.12,3.86,3.55,6.44,226,35,11.46,High,Yes,Moderate,1
1551,29,Male,7.97,1.54,2.78,2.68,5.5,38,72,10.81,High,No,Mild,0
1552,27,Female,11.01,1.55,1.63,5.63,7.83,28,78,12.0,Medium,No,Moderate,1
1553,31,Male,4.87,1.09,1.21,4.15,7.71,126,144,7.22,High,No,Not addicted,0
1554,35,Other,10.12,5.94,2.6,4.41,8.54,165,86,11.57,High,Yes,Moderate,1
1555,20,Male,8.82,5.85,1.75,2.07,6.6,68,24,10.08,Medium,Yes,Moderate,1
1556,35,Female,10.15,5.09,3.79,1.4,8.17,176,86,11.71,Medium,Yes,Severe,1
1557,23,Male,4.79,1.23,3.98,3.93,5.55,54,19,5.63,Medium,Yes,Not addicted,0
1558,18,Male,5.07,1.71,1.01,3.08,4.8,197,46,7.25,Medium,No,Mild,0
1559,32,Other,10.7,1.28,1.91,3.85,7.88,100,78,13.45,Low,Yes,Severe,1
1560,29,Male,4.9,0.93,3.61,5.51,7.81,162,81,7.44,Low,Yes,Not addicted,0
1561,26,Other,9.45,5.73,0.53,1.2,5.83,37,163,11.97,Low,Yes,Severe,1
1562,23,Female,11.62,4.14,0.53,0.79,6.18,132,120,14.41,Medium,No,Moderate,1
1563,33,Other,5.89,1.93,0.42,4.83,7.2,240,61,8.7,Low,No,Mild,0
1564,35,Female,5.05,5.3,1.76,4.84,6.61,57,101,6.81,Low,Yes,Moderate,1
1565,19,Female,10.22,3.72,2.75,2.62,7.91,92,80,13.01,High,Yes,Moderate,1
1566,25,Other,8.64,2.98,3.08,0.92,5.34,53,36,9.35,Low,Yes,Severe,1
1567,19,Female,5.12,2.41,2.75,2.79,8.63,177,27,7.29,Low,No,Not addicted,0
1568,27,Other,9.24,4.89,3.73,3.79,6.09,170,173,11.28,High,No,Moderate,1
1569,28,Male,9.62,5.44,0.44,1.06,5.29,146,114,11.99,Low,Yes,Severe,1
1570,23,Male,3.19,5.21,0.6,1.12,5.29,193,97,5.4,Medium,No,Moderate,1
1571,18,Male,9.23,4.99,0.81,2.09,5.86,244,19,10.49,High,No,Severe,1
1572,26,Other,7.18,4.92,0.04,2.56,7.57,216,144,9.39,Low,No,Moderate,1
1573,32,Male,7.47,3.93,3.62,2.68,7.36,73,55,10.34,High,No,Moderate,1
1574,26,Female,4.66,5.57,1.9,4.87,5.22,111,160,5.54,Medium,Yes,Severe,1
1575,35,Female,3.75,4.95,0.54,4.1,7.08,60,53,5.73,Low,Yes,Severe,1
1576,24,Male,3.38,3.75,1.26,4.16,7.12,79,126,4.49,High,Yes,Mild,0
1577,27,Male,8.98,5.75,0.17,2.57,6.01,86,174,10.77,High,No,Moderate,1
1578,24,Other,9.51,1.73,2.15,5.18,4.7,166,151,12.14,Low,Yes,Moderate,1
1579,20,Female,4.59,1.34,3.8,1.45,4.84,211,90,6.37,Low,No,Not addicted,0
1580,35,Female,6.75,3.25,1.61,5.41,4.97,169,43,8.58,Medium,Yes,Moderate,1
1581,27,Male,9.75,5.1,2.69,0.73,6.25,165,143,12.54,Medium,No,Severe,1
1582,28,Other,7.69,4.77,3.84,4.01,5.77,242,117,10.06,High,Yes,Severe,1
1583,22,Female,4.96,4.12,0.45,1.28,8.69,227,52,5.91,Low,Yes,Moderate,1
1584,20,Female,3.41,1.4,1.01,1.69,8.88,92,139,6.25,High,Yes,Not addicted,0
1585,32,Other,4.38,4.68,2.35,3.77,7.26,167,149,5.12,Low,Yes,Moderate,1
1586,35,Male,3.18,1.71,1.73,2.75,7.82,210,58,5.45,Low,Yes,Mild,0
1587,23,Other,7.85,1.56,1.58,5.3,4.52,181,26,9.17,Low,No,Mild,0
1588,25,Female,7.95,0.51,1.42,4.29,8.66,235,172,8.88,High,Yes,Mild,0
1589,30,Other,7.81,2.88,3.29,4.66,8.7,239,73,8.75,High,Yes,Moderate,1
1590,24,Female,4.93,3.16,3.6,0.96,6.01,49,176,7.84,Medium,Yes,Mild,0
1591,21,Other,5.23,3.54,3.86,1.1,8.88,68,54,7.39,Low,Yes,Not addicted,0
1592,22,Female,3.89,3.47,2.03,5.84,6.07,67,133,6.23,High,Yes,Mild,0
1593,18,Other,6.65,5.43,1.97,1.02,4.7,213,176,8.96,High,Yes,Moderate,1
1594,35,Other,7.7,5.21,3.25,1.86,4.84,52,134,9.72,Medium,Yes,Severe,1
1595,21,Other,6.17,3.76,2.32,3.43,5.61,197,91,7.54,Medium,Yes,Mild,0
1596,22,Female,9.31,2.57,2.78,5.02,6.9,215,58,11.34,Medium,Yes,Moderate,1
1597,32,Female,4.84,3.89,2.37,5.4,5.23,103,72,6.85,High,No,Not addicted,0
1598,27,Female,10.98,3.69,2.43,2.95,7.32,56,173,12.51,High,No,Moderate,1
1599,30,Female,7.36,3.59,2.21,3.77,5.88,194,142,8.5,Medium,No,Moderate,1
1600,20,Female,11.58,1.56,2.43,3.27,5.86,125,133,12.69,Medium,No,Moderate,1
1601,35,Male,10.28,1.09,1.52,4.77,6.9,87,89,11.57,High,Yes,Severe,1
1602,28,Other,11.68,1.15,3.55,0.67,6.29,137,25,13.17,Medium,Yes,Moderate,1
1603,23,Female,5.44,5.08,1.43,1.07,5.5,162,153,7.37,Low,Yes,Severe,1
1604,27,Male,9.0,3.47,0.95,3.77,6.63,233,42,10.88,Medium,Yes,Moderate,1
1605,32,Other,10.09,5.53,0.19,1.67,7.56,204,114,12.49,Medium,Yes,Severe,1
1606,24,Female,3.16,5.83,1.43,2.11,7.01,216,159,4.14,Medium,No,Severe,1
1607,19,Male,7.52,3.14,2.88,0.61,5.03,140,56,9.06,High,Yes,Mild,0
1608,24,Female,6.85,5.39,0.49,1.77,8.64,97,79,7.68,High,Yes,Severe,1
1609,26,Male,8.99,5.75,2.23,5.61,8.18,115,57,10.24,Low,No,Moderate,1
1610,21,Female,5.91,2.39,2.39,5.3,5.12,128,60,6.87,Low,Yes,Not addicted,0
1611,25,Other,4.94,3.99,2.64,2.92,4.63,147,93,6.64,Medium,No,Mild,0
1612,28,Male,6.35,1.73,1.75,1.44,8.32,229,74,8.19,Medium,Yes,Moderate,1
1613,22,Male,5.59,4.51,0.87,1.41,8.23,250,167,6.23,High,Yes,Severe,1
1614,23,Female,11.52,5.62,0.27,4.44,6.63,219,178,12.38,Medium,No,Moderate,1
1615,26,Male,7.82,3.5,0.99,2.41,5.94,192,97,9.71,Low,Yes,Moderate,1
1616,29,Female,4.26,5.23,0.41,1.14,6.76,145,109,6.3,Medium,Yes,Moderate,1
1617,19,Female,7.76,4.0,1.45,3.8,5.66,136,93,8.93,Low,No,Mild,0
1618,22,Male,5.68,5.31,2.93,5.19,5.83,233,133,6.48,High,No,Severe,1
1619,26,Male,5.6,5.46,0.81,2.33,6.7,156,22,6.66,Low,Yes,Severe,1
1620,20,Female,9.2,1.82,2.58,5.55,8.91,129,24,10.98,High,Yes,Moderate,1
1621,23,Female,7.32,3.11,0.04,5.05,6.46,100,31,8.6,Low,No,Moderate,1
1622,28,Female,10.49,1.67,1.31,1.75,8.15,220,146,11.12,High,Yes,Severe,1
1623,33,Female,4.69,2.04,1.53,0.98,6.66,210,111,7.52,High,No,Not addicted,0
1624,25,Other,4.89,2.68,2.35,3.67,8.5,181,125,6.04,Medium,Yes,Not addicted,0
1625,19,Male,4.01,3.43,2.22,3.14,7.1,156,74,6.59,High,No,Not addicted,0
1626,20,Other,7.86,2.75,2.09,5.48,5.27,95,114,9.05,High,No,Moderate,1
1627,29,Other,6.94,3.59,3.51,5.03,8.5,104,177,9.21,Medium,Yes,Mild,0
1628,19,Other,4.61,0.89,2.98,3.05,6.92,189,176,7.21,Low,No,Not addicted,0
1629,32,Female,11.09,3.04,3.7,4.63,6.88,87,99,13.62,Medium,Yes,Severe,1
1630,23,Other,7.71,2.65,2.09,0.96,7.77,183,22,8.73,High,No,Moderate,1
1631,21,Other,9.98,3.68,2.44,5.92,8.25,40,85,12.84,Medium,Yes,Moderate,1
1632,23,Female,10.5,2.95,2.31,2.54,5.17,240,123,13.31,High,Yes,Moderate,1
1633,20,Male,8.65,4.11,2.98,3.46,4.59,204,133,11.55,Low,No,Moderate,1
1634,30,Female,3.18,4.59,0.49,1.83,7.13,22,78,6.08,High,Yes,Severe,1
1635,22,Male,8.82,2.23,0.49,4.48,4.69,35,150,10.14,High,Yes,Moderate,1
1636,27,Female,5.95,5.34,1.2,4.43,5.43,37,102,8.78,High,No,Moderate,1
1637,30,Other,4.26,2.92,0.87,2.42,7.74,122,160,5.37,Medium,Yes,Not addicted,0
1638,18,Male,8.64,3.5,3.9,5.87,8.29,130,38,10.06,Medium,No,Moderate,1
1639,28,Other,10.75,5.01,0.96,3.18,5.34,108,44,11.5,Medium,Yes,Severe,1
1640,19,Male,8.94,5.11,3.64,3.09,5.32,27,55,10.8,Medium,No,Severe,1
1641,28,Other,11.23,2.12,2.08,2.58,5.65,37,120,11.92,Low,No,Severe,1
1642,24,Male,6.01,5.3,2.54,2.15,8.23,30,110,8.92,Low,Yes,Moderate,1
1643,33,Female,11.82,0.55,0.57,2.81,6.4,239,145,14.5,Medium,No,Severe,1
1644,21,Female,7.76,3.68,2.37,4.87,8.67,167,120,9.7,Low,No,Moderate,1
1645,26,Female,9.26,5.23,2.64,3.84,8.84,20,160,10.19,High,No,Severe,1
1646,28,Male,9.79,2.43,3.42,1.8,8.24,104,152,12.16,Medium,Yes,Severe,1
1647,32,Male,5.39,1.58,2.57,2.84,6.99,163,45,7.86,Medium,No,Not addicted,0
1648,27,Other,11.52,3.75,3.04,5.46,6.78,72,155,13.19,High,No,Moderate,1
1649,25,Male,4.93,2.06,1.9,0.58,5.63,79,17,6.94,High,Yes,Mild,0
1650,34,Male,10.43,5.3,3.88,1.52,5.07,54,104,11.59,Low,Yes,Severe,1
1651,23,Male,10.76,1.78,0.34,0.69,7.44,135,133,11.59,Medium,No,Moderate,1
1652,19,Other,9.37,3.22,2.37,4.37,4.95,75,55,10.55,Low,Yes,Moderate,1
1653,33,Other,9.43,2.2,3.82,5.58,5.15,90,154,12.31,Low,No,Moderate,1
1654,30,Male,11.85,5.26,2.3,1.63,5.3,40,141,14.45,Low,Yes,Severe,1
1655,26,Other,10.49,4.32,2.69,1.45,4.95,156,174,11.12,Low,No,Severe,1
1656,31,Other,3.89,2.6,0.2,0.57,6.96,134,58,4.53,Low,Yes,Not addicted,0
1657,28,Female,10.01,1.8,3.57,2.78,5.11,166,107,11.0,High,Yes,Moderate,1
1658,32,Other,7.28,2.22,0.24,3.22,5.11,224,159,10.19,Low,No,Mild,0
1659,32,Male,3.81,4.64,0.14,2.98,5.22,47,67,5.66,Medium,Yes,Severe,1
1660,30,Other,7.46,1.52,0.1,5.03,5.92,201,86,9.82,Low,No,Mild,0
1661,23,Female,7.92,5.96,0.27,5.09,6.55,98,77,9.44,Low,Yes,Severe,1
1662,22,Other,4.65,1.29,2.59,0.58,6.04,74,165,5.82,Low,Yes,Not addicted,0
1663,26,Female,5.75,5.03,3.19,3.11,5.31,177,20,6.77,Low,No,Severe,1
1664,21,Female,5.02,1.22,1.64,4.08,7.21,96,157,5.58,High,Yes,Mild,0
1665,29,Female,8.26,2.43,1.53,1.22,4.98,190,43,9.56,High,Yes,Moderate,1
1666,35,Male,10.93,5.96,2.81,4.53,8.11,246,120,12.07,High,No,Severe,1
1667,24,Other,7.17,6.0,3.63,3.25,5.71,136,81,7.73,High,Yes,Severe,1
1668,35,Male,11.79,5.87,0.44,0.68,5.81,236,160,12.62,Medium,No,Moderate,1
1669,30,Female,8.14,4.49,2.12,5.03,8.52,71,115,10.16,High,Yes,Moderate,1
1670,25,Female,5.51,1.98,1.75,2.97,8.78,149,55,6.3,High,No,Mild,0
1671,31,Female,4.69,4.43,0.04,0.86,5.25,210,140,6.91,High,Yes,Moderate,1
1672,28,Male,3.01,1.64,0.87,0.84,4.58,152,111,4.13,Medium,No,Mild,0
1673,21,Other,8.51,0.52,2.08,4.72,7.06,43,46,9.64,Medium,Yes,Moderate,1
1674,20,Female,6.46,4.64,2.51,5.01,5.12,146,66,9.29,High,No,Moderate,1
1675,18,Male,7.88,4.53,1.2,5.94,8.78,238,155,9.44,Medium,No,Moderate,1
1676,19,Male,3.21,3.78,3.36,3.74,5.75,76,78,4.8,Low,Yes,Mild,0
1677,21,Male,7.71,0.97,0.37,3.82,7.41,197,81,9.03,Low,No,Mild,0
1678,24,Female,8.72,4.93,2.66,0.88,5.42,215,76,9.91,Medium,Yes,Severe,1
1679,30,Male,11.49,3.84,1.0,3.7,7.67,240,118,13.07,Low,Yes,Moderate,1
1680,35,Other,4.24,5.35,2.88,4.96,7.68,158,38,6.46,Low,Yes,Moderate,1
1681,32,Female,8.37,4.72,3.87,1.32,8.51,56,23,10.2,High,Yes,Severe,1
1682,28,Male,11.14,3.07,3.16,2.47,8.87,125,94,12.04,Low,No,Severe,1
1683,18,Other,5.65,1.38,0.38,4.74,8.78,161,99,6.42,Low,No,Not addicted,0
1684,23,Other,10.08,5.86,1.38,0.6,7.5,248,116,10.87,Low,Yes,Severe,1
1685,23,Other,4.97,1.95,1.63,0.8,5.08,82,148,5.83,Low,Yes,Not addicted,0
1686,23,Male,4.8,5.47,2.27,5.95,7.32,37,104,5.52,Low,No,Severe,1
1687,33,Other,9.62,2.89,1.3,5.76,7.97,207,81,10.9,High,Yes,Severe,1
1688,23,Male,11.04,5.88,1.68,1.7,7.35,118,21,11.81,Low,No,Moderate,1
1689,29,Female,7.49,4.59,2.5,1.63,7.79,145,53,8.64,Medium,No,Moderate,1
1690,31,Male,7.81,1.4,1.27,1.06,7.56,231,132,9.98,Low,No,Moderate,1
1691,34,Other,6.53,2.8,3.24,5.64,8.69,220,117,9.41,Low,No,Mild,0
1692,32,Other,10.95,2.75,2.18,3.31,8.3,222,174,12.18,Medium,Yes,Moderate,1
1693,19,Male,8.75,2.49,0.15,5.86,4.99,150,92,10.5,Medium,No,Moderate,1
1694,25,Female,5.82,2.0,0.84,0.8,7.77,244,111,7.69,Low,Yes,Not addicted,0
1695,31,Other,10.59,3.83,3.0,1.4,5.66,221,59,11.13,Medium,No,Severe,1
1696,20,Other,9.9,1.06,2.84,3.21,5.38,160,35,11.73,Medium,Yes,Moderate,1
1697,31,Other,5.1,1.74,2.71,4.84,6.75,241,143,7.62,High,Yes,Mild,0
1698,31,Male,7.83,5.96,1.62,5.26,4.58,236,40,10.37,Low,Yes,Moderate,1
1699,29,Other,5.8,4.11,1.12,4.91,5.34,240,22,6.6,Medium,Yes,Severe,1
1700,34,Male,6.81,5.03,0.96,1.28,7.71,184,144,8.27,Low,Yes,Moderate,1
1701,24,Male,3.95,2.96,3.31,3.93,8.61,32,35,4.67,Medium,Yes,Not addicted,0
1702,27,Other,11.27,3.11,0.47,1.09,7.6,211,40,13.24,Medium,No,Moderate,1
1703,21,Other,10.96,4.67,3.54,1.36,8.94,110,172,13.9,Low,No,Moderate,1
1704,27,Male,10.61,4.0,3.29,2.31,6.14,22,175,11.41,Low,No,Severe,1
1705,28,Female,7.77,4.38,0.09,5.57,7.01,193,128,9.58,Low,No,Moderate,1
1706,19,Male,9.44,3.07,3.78,1.08,4.62,196,146,10.22,High,No,Moderate,1
1707,24,Male,9.09,5.34,2.35,5.93,5.63,145,45,10.93,Medium,No,Moderate,1
1708,32,Female,10.9,3.58,0.42,5.47,5.32,93,155,11.44,High,No,Severe,1
1709,34,Male,3.28,1.43,1.03,5.27,5.37,216,49,4.31,Medium,Yes,Not addicted,0
1710,30,Female,8.27,4.84,1.54,4.18,6.22,110,131,9.42,High,No,Moderate,1
